Company,Age,Title,Salary,Department
Salesforce,34,Software Engineer,131455.52,Data Science
Google,33,Senior Software Engineer,193918.99,Web
IBM,49,Senior Data Scientist,176072.56,Machine Learning
Google,48,Senior Data Scientist,230447.81,Data Science
Amazon,30,Data Scientist,201911.35,Engineering
Amazon,46,Senior Product Manager,257625.09,Product
Adobe,42,Staff Engineer,261534.31,Cloud Services
Intel,60,Engineering Manager,237366.12,Infrastructure
Cisco,37,Product Manager,140638.32,Security
Nvidia,40,Director,382228.85,Product
Intel,28,Data Scientist,197442.53,Security
Intel,38,Staff Engineer,278882.5,Web
Nvidia,45,Data Scientist,193558.11,Web
Google,43,Director,365632.15,Infrastructure
Google,50,Senior UX Designer,202041.68,Web
Lyft,29,UX Designer,102948.07,Design
Apple,36,Senior Product Manager,258657.0,Infrastructure
Apple,23,UX Designer,177406.67,Cloud Services
Apple,23,UX Designer,154447.3,Mobile
VMware,55,Engineering Manager,217095.54,Infrastructure
Amazon,49,Staff Engineer,296560.73,Security
Apple,43,Software Engineer,181159.31,Engineering
Nvidia,28,UX Designer,145620.37,Data Science
Amazon,47,Principal Engineer,305661.12,Engineering
Uber,45,Senior UX Designer,179531.34,Design
Google,54,Senior Product Manager,216236.89,Data Science
VMware,56,Director,295854.13,Cloud Services
Lyft,37,Product Manager,176611.59,Product
Meta,53,Senior Product Manager,249259.64,Security
Apple,26,Data Scientist,177759.58,Design
Microsoft,34,Data Scientist,179433.42,Web
Adobe,47,Principal Engineer,327067.72,Product
Apple,40,Principal Engineer,386474.63,Cloud Services
Intel,45,Senior Data Scientist,245554.77,Data Science
Netflix,57,Director,424999.07,Mobile
Adobe,37,Senior Software Engineer,184334.63,Product
IBM,53,Senior Software Engineer,153533.12,Security
Amazon,27,Data Scientist,199064.4,Data Science
IBM,39,Data Scientist,136446.27,Mobile
Nvidia,40,Staff Engineer,288971.6,Security
Oracle,58,Principal Engineer,311247.47,Mobile
Netflix,43,Senior Product Manager,254147.45,Data Science
Amazon,46,Senior UX Designer,205742.68,Security
Meta,40,Software Engineer,191583.53,Security
Google,39,Principal Engineer,328032.11,Security
Salesforce,40,Director,273354.72,Mobile
Adobe,32,Senior Software Engineer,195585.27,Security
Netflix,39,UX Designer,148487.77,Cloud Services
VMware,31,UX Designer,125644.96,Cloud Services
Cisco,54,Senior UX Designer,138954.35,Data Science
Google,28,Software Engineer,189562.65,Web
Oracle,25,UX Designer,126583.36,Security
Adobe,50,Senior Product Manager,256815.03,Data Science
Microsoft,40,Senior Software Engineer,195422.22,Product
Salesforce,57,Director,288571.14,Security
Microsoft,41,Senior Product Manager,204736.34,Web
Google,34,Staff Engineer,320387.35,Design
Apple,39,Senior Data Scientist,239395.6,Security
Amazon,38,Principal Engineer,340840.33,Web
Google,41,Senior UX Designer,215377.38,Machine Learning
Intel,29,Software Engineer,138670.22,Security
Adobe,35,Senior Data Scientist,189551.9,Mobile
Apple,32,Senior Product Manager,265239.34,Data Science
IBM,41,Product Manager,200228.31,Infrastructure
Cisco,36,Software Engineer,122572.67,Design
Oracle,34,Senior UX Designer,171617.5,Engineering
Apple,41,Engineering Manager,297894.28,Security
Amazon,30,Software Engineer,146044.28,Machine Learning
Cisco,32,Senior Software Engineer,160576.74,Engineering
Amazon,41,Software Engineer,177585.75,Infrastructure
Apple,39,Senior UX Designer,172520.91,Product
Adobe,29,Software Engineer,143987.06,Web
Uber,42,UX Designer,101482.54,Infrastructure
Salesforce,34,Software Engineer,177315.96,Machine Learning
Amazon,27,Software Engineer,155210.22,Security
Cisco,54,Engineering Manager,223885.22,Data Science
IBM,40,Staff Engineer,280679.15,Product
IBM,53,Principal Engineer,257846.36,Cloud Services
Netflix,33,Senior UX Designer,171510.99,Engineering
Lyft,43,Staff Engineer,303937.03,Infrastructure
Intel,35,Data Scientist,144999.46,Cloud Services
IBM,53,Staff Engineer,222299.68,Infrastructure
IBM,55,Director,249533.46,Machine Learning
Salesforce,53,Product Manager,140475.91,Product
Lyft,44,Senior UX Designer,177406.37,Design
Netflix,30,Senior Data Scientist,265755.81,Engineering
Cisco,49,Director,324883.46,Infrastructure
IBM,40,Data Scientist,120320.09,Cloud Services
IBM,44,Principal Engineer,270716.43,Product
Google,43,Product Manager,188039.27,Engineering
Salesforce,33,Senior Data Scientist,244535.41,Machine Learning
Apple,24,Data Scientist,172999.68,Cloud Services
Uber,59,Principal Engineer,322547.46,Engineering
Adobe,38,Senior UX Designer,168673.0,Data Science
Microsoft,38,Data Scientist,141762.49,Security
Microsoft,57,Engineering Manager,265826.86,Engineering
Oracle,56,Director,295034.06,Mobile
Google,43,Data Scientist,203592.93,Machine Learning
Salesforce,35,Senior Product Manager,226442.21,Infrastructure
Meta,22,Software Engineer,155508.67,Security
Adobe,47,Senior Data Scientist,176105.33,Engineering
Lyft,45,Software Engineer,176191.99,Machine Learning
Microsoft,50,Senior UX Designer,197966.02,Design
Amazon,41,Software Engineer,193089.18,Mobile
Meta,37,Software Engineer,167364.14,Mobile
Intel,39,Senior Software Engineer,230074.81,Design
Apple,36,Product Manager,207062.85,Engineering
Oracle,36,Principal Engineer,259398.57,Data Science
Microsoft,56,Engineering Manager,228411.12,Product
Microsoft,45,Product Manager,192877.81,Product
Uber,38,Engineering Manager,270604.01,Web
Amazon,50,Principal Engineer,339440.16,Machine Learning
Uber,43,Senior Software Engineer,220261.99,Mobile
Intel,34,Staff Engineer,282657.01,Data Science
Microsoft,51,Principal Engineer,430926.62,Machine Learning
Oracle,42,Principal Engineer,269145.79,Cloud Services
Apple,41,Senior Software Engineer,194476.13,Web
Amazon,40,Senior Software Engineer,232464.27,Infrastructure
Salesforce,25,Software Engineer,141190.75,Mobile
Netflix,37,Engineering Manager,255269.38,Engineering
Salesforce,41,Senior Software Engineer,185751.88,Web
Google,28,Data Scientist,220474.87,Machine Learning
Google,49,Staff Engineer,307847.25,Web
Intel,53,Principal Engineer,329621.47,Security
Adobe,44,Principal Engineer,379885.73,Web
Salesforce,41,Director,251750.91,Security
Microsoft,33,Senior Software Engineer,188605.06,Data Science
IBM,38,Director,239589.36,Mobile
Amazon,58,Product Manager,185000.62,Web
Meta,36,Principal Engineer,379948.8,Infrastructure
Amazon,41,Data Scientist,167511.48,Mobile
IBM,34,Senior Data Scientist,166320.07,Infrastructure
Apple,41,Principal Engineer,443460.41,Mobile
Adobe,39,Software Engineer,146643.53,Design
Cisco,32,Senior Data Scientist,166420.35,Engineering
VMware,43,Senior Software Engineer,234613.74,Infrastructure
Nvidia,44,Software Engineer,153842.0,Data Science
Salesforce,41,Senior Software Engineer,227661.55,Engineering
Cisco,36,Senior Data Scientist,191552.05,Product
Netflix,41,Senior Software Engineer,239676.65,Cloud Services
Cisco,39,Senior UX Designer,176845.43,Security
VMware,41,Engineering Manager,266472.97,Mobile
Google,44,Senior Data Scientist,279237.57,Product
Salesforce,31,Senior Product Manager,207201.23,Security
Amazon,49,Product Manager,167036.1,Machine Learning
Uber,50,Senior Product Manager,194681.08,Product
Meta,37,Staff Engineer,354518.09,Engineering
Nvidia,42,Senior Data Scientist,280121.28,Cloud Services
IBM,42,Senior Data Scientist,163566.98,Cloud Services
Uber,59,Product Manager,167251.04,Data Science
Meta,45,Staff Engineer,306350.36,Security
Netflix,25,UX Designer,181287.83,Mobile
IBM,30,Software Engineer,154287.99,Machine Learning
Netflix,51,Principal Engineer,342925.41,Mobile
Meta,51,Principal Engineer,359127.01,Security
Google,35,Principal Engineer,405963.45,Security
Google,44,Principal Engineer,366288.23,Security
Cisco,39,Product Manager,135509.66,Web
Oracle,44,Senior Product Manager,211289.4,Engineering
Apple,33,Staff Engineer,263329.01,Machine Learning
Apple,34,Data Scientist,191677.13,Product
Adobe,43,UX Designer,141037.62,Mobile
Amazon,50,Senior Data Scientist,226444.54,Security
Netflix,45,Director,412972.93,Cloud Services
Microsoft,40,Engineering Manager,272846.83,Web
Microsoft,37,Senior Data Scientist,237520.85,Machine Learning
Netflix,55,Director,389396.53,Machine Learning
Nvidia,44,Senior Product Manager,285340.72,Cloud Services
Uber,37,Senior Software Engineer,228769.56,Mobile
Intel,43,Senior Software Engineer,176520.95,Design
IBM,46,Senior UX Designer,166675.09,Security
Oracle,33,Data Scientist,137069.2,Web
IBM,43,UX Designer,93811.73,Machine Learning
Google,31,Senior Software Engineer,185868.38,Product
Netflix,40,Senior UX Designer,195236.91,Cloud Services
VMware,44,Data Scientist,146055.26,Mobile
Netflix,47,Senior Data Scientist,208150.42,Cloud Services
Nvidia,35,Senior UX Designer,171830.31,Security
Lyft,51,Senior Product Manager,275506.69,Design
Uber,54,Principal Engineer,391513.11,Design
Amazon,42,Data Scientist,204373.31,Infrastructure
VMware,53,Principal Engineer,381335.78,Mobile
Netflix,26,Software Engineer,196943.78,Cloud Services
Netflix,43,Senior UX Designer,162155.56,Cloud Services
Uber,28,Data Scientist,190632.18,Data Science
Nvidia,45,Senior Product Manager,216046.79,Infrastructure
Lyft,33,Senior Product Manager,208884.13,Design
Google,51,Director,376803.08,Design
Google,31,Software Engineer,175211.58,Mobile
Salesforce,37,UX Designer,129869.49,Data Science
Apple,44,Software Engineer,157794.78,Product
Apple,57,Engineering Manager,247084.94,Machine Learning
Salesforce,41,Product Manager,168716.93,Design
VMware,30,Senior Data Scientist,248721.11,Design
Google,36,Senior Product Manager,286040.39,Machine Learning
Oracle,44,UX Designer,118988.24,Machine Learning
Apple,40,Senior Product Manager,226388.13,Engineering
Meta,41,Senior Software Engineer,272322.5,Engineering
Microsoft,35,Director,299348.99,Machine Learning
Adobe,32,Staff Engineer,314176.0,Cloud Services
Amazon,54,Director,331808.91,Security
Lyft,22,Software Engineer,156779.31,Design
Amazon,59,Engineering Manager,251582.98,Data Science
Nvidia,43,Senior Product Manager,243835.88,Engineering
Apple,51,Staff Engineer,272514.76,Machine Learning
Apple,59,Director,432600.16,Design
Amazon,32,Data Scientist,209683.21,Security
Intel,48,Director,289502.11,Cloud Services
Meta,46,Senior UX Designer,185673.74,Machine Learning
Netflix,54,Senior Software Engineer,254131.01,Web
Cisco,40,Data Scientist,155627.1,Engineering
Adobe,37,Senior Software Engineer,200355.24,Mobile
Nvidia,46,Principal Engineer,386476.85,Data Science
Amazon,41,Product Manager,192804.47,Infrastructure
Salesforce,56,Director,321139.64,Data Science
Oracle,43,Engineering Manager,259154.25,Design
Meta,33,Data Scientist,157661.47,Machine Learning
Microsoft,39,Product Manager,231847.52,Machine Learning
Uber,25,Software Engineer,168265.28,Infrastructure
Intel,55,Senior Data Scientist,184116.55,Data Science
VMware,48,Senior Software Engineer,219121.94,Engineering
Intel,49,Senior Product Manager,190109.98,Engineering
VMware,45,Principal Engineer,397158.23,Product
Lyft,59,Director,368007.2,Engineering
Salesforce,40,Senior Software Engineer,229132.99,Data Science
Meta,53,Engineering Manager,243460.62,Web
Apple,38,Engineering Manager,288735.43,Cloud Services
Adobe,39,Senior UX Designer,182285.55,Mobile
Netflix,54,Engineering Manager,339795.72,Infrastructure
Nvidia,35,Senior Product Manager,287244.46,Data Science
Nvidia,27,UX Designer,109466.08,Security
Oracle,47,Senior UX Designer,158096.83,Data Science
Oracle,54,Senior Software Engineer,172219.85,Design
Intel,45,Data Scientist,155030.67,Infrastructure
Meta,51,Product Manager,180000.02,Engineering
Cisco,38,Engineering Manager,224415.73,Engineering
Intel,25,Data Scientist,165384.09,Design
Microsoft,31,Senior Software Engineer,233985.37,Infrastructure
Salesforce,27,Data Scientist,151131.22,Data Science
Microsoft,43,Engineering Manager,233353.78,Mobile
Google,25,Software Engineer,203922.21,Machine Learning
Meta,49,Staff Engineer,337423.33,Data Science
Uber,45,Staff Engineer,281485.41,Web
VMware,22,Data Scientist,150659.74,Machine Learning
Microsoft,39,Principal Engineer,373818.76,Security
Amazon,41,UX Designer,108051.63,Machine Learning
Meta,39,Product Manager,201715.02,Web
Google,54,Senior UX Designer,181705.84,Web
Uber,53,Director,360804.46,Infrastructure
Nvidia,50,Staff Engineer,292522.26,Engineering
Netflix,44,Principal Engineer,406148.58,Data Science
Google,55,Senior Software Engineer,200100.62,Data Science
Netflix,42,Data Scientist,223559.88,Product
Nvidia,40,Data Scientist,206254.06,Product
Meta,54,Engineering Manager,317489.43,Cloud Services
Adobe,56,Director,257557.65,Web
Uber,55,Principal Engineer,304803.59,Machine Learning
Cisco,52,Product Manager,155260.11,Infrastructure
Google,42,Senior UX Designer,182815.68,Security
Google,51,Staff Engineer,365403.62,Mobile
IBM,45,Engineering Manager,203769.0,Security
Amazon,51,Staff Engineer,251407.34,Design
Nvidia,36,Senior UX Designer,167098.46,Web
VMware,30,Senior Data Scientist,218480.74,Web
Adobe,42,UX Designer,123836.96,Data Science
Intel,32,Senior UX Designer,151956.68,Machine Learning
Apple,35,Senior Software Engineer,256723.94,Engineering
IBM,60,Engineering Manager,214603.96,Web
VMware,24,UX Designer,140357.17,Data Science
Adobe,45,Principal Engineer,370013.68,Machine Learning
Uber,35,Senior Product Manager,239434.48,Web
Uber,31,Senior Software Engineer,222036.31,Security
Uber,49,Staff Engineer,288017.74,Product
Apple,60,Product Manager,250351.24,Mobile
Adobe,45,Senior UX Designer,191130.24,Mobile
Microsoft,24,Data Scientist,198159.71,Web
VMware,36,Software Engineer,129547.36,Mobile
Oracle,35,Data Scientist,141797.21,Design
Apple,32,Staff Engineer,302169.93,Product
Uber,48,Senior UX Designer,176736.28,Data Science
Salesforce,51,Product Manager,170652.98,Security
Apple,30,Data Scientist,194866.95,Product
Oracle,33,Senior Software Engineer,186961.46,Mobile
Netflix,43,Director,322084.26,Mobile
Intel,42,Senior Software Engineer,198867.01,Web
Nvidia,45,Data Scientist,182761.51,Product
VMware,54,Director,358941.04,Web
Uber,42,Senior Product Manager,221996.0,Data Science
Apple,41,Staff Engineer,261479.03,Web
Adobe,48,Principal Engineer,337621.79,Data Science
Netflix,30,Senior Product Manager,287110.7,Machine Learning
Cisco,44,Data Scientist,150303.95,Web
Meta,49,Staff Engineer,357479.89,Machine Learning
VMware,38,Senior UX Designer,195239.85,Engineering
Amazon,37,Software Engineer,150172.26,Data Science
Adobe,40,Director,341809.68,Engineering
Uber,33,Staff Engineer,301119.46,Engineering
VMware,47,Senior Data Scientist,196559.18,Machine Learning
Salesforce,30,Data Scientist,145626.41,Web
Google,45,Staff Engineer,336358.03,Cloud Services
Intel,42,Engineering Manager,278414.09,Mobile
Apple,43,Data Scientist,150058.56,Design
Amazon,57,Director,396412.44,Design
Intel,48,Senior Software Engineer,208188.23,Security
Meta,37,Senior Software Engineer,211689.86,Mobile
IBM,44,Engineering Manager,242285.17,Product
Netflix,58,Principal Engineer,324045.47,Data Science
Oracle,47,Senior Product Manager,185568.81,Engineering
Uber,43,Product Manager,159780.86,Machine Learning
Intel,36,Principal Engineer,309974.84,Infrastructure
VMware,22,UX Designer,123028.99,Design
Lyft,31,Senior Software Engineer,224772.32,Engineering
IBM,22,Software Engineer,144837.9,Cloud Services
Netflix,54,Director,302628.22,Infrastructure
Google,54,Director,394997.64,Design
Lyft,44,Director,370037.96,Design
Amazon,55,Senior Product Manager,212937.08,Product
Nvidia,60,Director,368348.49,Design
Microsoft,56,Engineering Manager,274221.28,Engineering
Meta,45,Principal Engineer,356401.77,Design
Intel,33,Staff Engineer,277237.46,Design
Nvidia,52,Senior UX Designer,194438.64,Infrastructure
Adobe,60,Product Manager,142795.71,Machine Learning
Lyft,36,Senior UX Designer,150266.14,Data Science
Apple,52,Senior Data Scientist,197166.51,Mobile
Cisco,36,Engineering Manager,224643.78,Infrastructure
Adobe,36,Principal Engineer,372301.08,Design
VMware,47,Senior Software Engineer,192441.53,Infrastructure
Lyft,44,Senior Data Scientist,211066.71,Engineering
Oracle,23,UX Designer,110754.72,Cloud Services
Nvidia,58,Director,347333.56,Cloud Services
IBM,32,UX Designer,133437.45,Design
IBM,36,Principal Engineer,336859.2,Product
Uber,42,UX Designer,138490.27,Web
Salesforce,49,Director,355254.35,Cloud Services
Salesforce,53,Senior Software Engineer,179045.49,Product
Google,51,Senior UX Designer,174145.82,Data Science
Cisco,46,Senior UX Designer,183684.32,Engineering
Adobe,43,Engineering Manager,260177.11,Engineering
